ServiceID,CustomerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
16881,3976-HXHCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16882,3976-NLDEZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16883,3977-QCRSL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16884,3978-YNKDD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16885,3981-QSVQI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16886,3982-DQLUS,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
16887,3982-JGSFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16888,3982-XWFZQ,Yes,Yes,DSL,No,No,No,No,No,No
16889,3985-HOYPM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16890,3987-KQDDU,Yes,No,Fiber optic,Yes,No,No,No,No,No
16891,3988-RQIXO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
16892,3990-QYKBE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
16893,3992-YWPKO,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
16894,3995-WFCSM,Yes,No,DSL,No,No,Yes,No,No,Yes
16895,3996-ZNWYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16896,3999-QGRJH,Yes,No,Fiber optic,No,No,No,No,No,No
16897,3999-WRNGR,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
16898,4000-VGMQP,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
16899,4001-TSBTV,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
16900,4002-BQWPQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
16901,4003-FUSHP,Yes,No,DSL,No,No,No,Yes,Yes,No
16902,4003-OCTMP,Yes,No,DSL,Yes,No,No,Yes,No,Yes
16903,4006-HKYHO,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
16904,4007-NHVHI,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
16905,4009-ALQFH,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
16906,4010-YLMVT,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
16907,4011-ARPHK,Yes,No,DSL,Yes,No,No,No,No,No
16908,4012-YCFAI,Yes,No,DSL,Yes,Yes,No,Yes,No,No
16909,4012-ZTHBR,Yes,No,DSL,No,No,No,No,No,No
16910,4013-GUXND,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16911,4013-TLDHQ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
16912,4013-UBXWQ,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
16913,4016-BJKTZ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
16914,4018-KJYUY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16915,4018-PPNDW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16916,4020-KIUDI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16917,4021-RQSNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
16918,4023-RTIQM,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
16919,4024-CSNBY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
16920,4026-SKKHW,Yes,No,DSL,No,No,No,Yes,No,No
16921,4029-HPFVY,Yes,No,Fiber optic,No,No,No,No,No,No
16922,4030-VPZBD,No,No phone service,DSL,No,No,No,Yes,No,No
16923,4032-RMHCI,No,No phone service,DSL,Yes,No,Yes,No,No,No
16924,4039-HEUNW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
16925,4039-PIMHX,Yes,No,DSL,No,Yes,No,No,No,No
16926,4043-MKDTV,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
16927,4049-ZPALD,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
16928,4054-CUMIA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16929,4056-QHXHZ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
16930,4057-FKCZK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
16931,4059-IIEBK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
16932,4060-LDNLU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
16933,4061-UKJWL,Yes,No,DSL,No,No,No,No,No,No
16934,4062-HBMOS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
16935,4063-EIKNQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16936,4065-JJAVA,Yes,No,DSL,No,Yes,No,No,No,No
16937,4067-HLYQI,Yes,No,Fiber optic,No,No,No,No,No,No
16938,4070-OKWVH,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
16939,4072-IPYLT,Yes,No,DSL,Yes,No,No,No,No,No
16940,4074-SJFFA,Yes,No,DSL,No,No,No,No,No,Yes
16941,4075-JFPGR,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No
16942,4075-WKNIU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
16943,4077-CROMM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
16944,4077-HWUYD,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
16945,4078-SAYYN,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
16946,4079-ULGFR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16947,4079-VTGLK,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
16948,4079-WWQQQ,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
16949,4080-IIARD,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
16950,4080-OGPJL,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
16951,4081-DYXAV,No,No phone service,DSL,No,No,No,No,Yes,Yes
16952,4083-BFNYK,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
16953,4083-EUGRJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16954,4086-ATNFV,Yes,No,DSL,Yes,Yes,Yes,No,No,No
16955,4086-WITJG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16956,4086-YQSNZ,Yes,No,Fiber optic,No,No,No,No,Yes,No
16957,4088-YLDSU,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
16958,4090-KPJIP,Yes,Yes,Fiber optic,No,No,No,No,No,No
16959,4091-TVOCN,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
16960,4092-OFQZS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16961,4094-NSEDU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
16962,4097-YODCF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
16963,4098-NAUKP,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
16964,4102-HLENU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
16965,4102-OQUPX,Yes,Yes,Fiber optic,No,No,No,No,No,No
16966,4104-PVRPS,Yes,No,DSL,Yes,No,No,Yes,No,No
16967,4106-HADHQ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
16968,4109-CYRBD,Yes,Yes,DSL,No,No,No,No,No,No
16969,4110-PFEUZ,Yes,No,Fiber optic,No,No,No,No,No,No
16970,4111-BNXIF,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
16971,4112-LUEIZ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
16972,4114-QMKVN,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
16973,4115-BNPJY,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
16974,4115-NZRKS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
16975,4115-UMJFQ,No,No phone service,DSL,No,Yes,Yes,No,No,No
16976,4116-IQRFR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16977,4116-TZAQJ,Yes,No,Fiber optic,Yes,No,No,No,No,No
16978,4118-CEVPF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
16979,4119-ZYPZY,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
16980,4121-AGSIN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16981,4123-DVHPH,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
16982,4123-FCVCB,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
16983,4124-MMETB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
16984,4128-ETESU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
16985,4129-LYCOI,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
16986,4130-MZLCC,Yes,No,DSL,No,Yes,No,No,No,No
16987,4132-KALRO,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
16988,4132-POCZS,No,No phone service,DSL,Yes,No,No,No,No,Yes
16989,4134-BSXLX,Yes,No,DSL,Yes,Yes,No,Yes,No,No
16990,4135-FRWKJ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
16991,4137-BTIKL,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
16992,4137-JOPHL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
16993,4138-NAXED,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
16994,4139-DETXS,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
16995,4139-JPIAM,No,No phone service,DSL,Yes,No,No,Yes,No,Yes
16996,4139-SUGLD,No,No phone service,DSL,Yes,No,No,Yes,No,No
16997,4140-MUHUG,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
16998,4140-WJAWW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
16999,4143-HHPMK,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
17000,4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
17001,4145-UQXUQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
17002,4146-SVFUD,Yes,No,DSL,No,No,No,No,No,No
17003,4154-AQUGT,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes
17004,4159-NAAIX,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
17005,4160-AMJTL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17006,4163-HFTUK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17007,4163-KIUHY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17008,4163-NCJAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17009,4174-LPGTI,Yes,No,DSL,No,Yes,No,Yes,No,Yes
17010,4176-FXYBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
17011,4176-RELJR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17012,4177-JPDFU,No,No phone service,DSL,No,Yes,No,Yes,No,No
17013,4178-EGMON,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
17014,4182-BGSIQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17015,4183-MYFRB,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
17016,4183-WCSEP,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
17017,4184-TJFAN,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No
17018,4184-VODJZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
17019,4186-ZBUEW,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
17020,4187-CINZD,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
17021,4188-FRABG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
17022,4188-PCPIG,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
17023,4189-NAKJS,Yes,Yes,DSL,No,No,No,No,No,No
17024,4190-MFLUW,Yes,No,DSL,No,No,Yes,Yes,No,No
17025,4191-XOVOM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
17026,4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
17027,4193-IBKSW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17028,4193-ORFCL,Yes,No,DSL,No,No,No,No,No,No
17029,4194-FJARJ,Yes,Yes,DSL,Yes,No,No,Yes,No,No
17030,4194-WHFCB,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
17031,4195-NZGTA,No,No phone service,DSL,No,No,No,No,No,No
17032,4195-PNGZS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17033,4195-SMMNX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17034,4198-VFOEA,No,No phone service,DSL,Yes,No,No,Yes,No,No
17035,4199-QHJNM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
17036,4201-JMNGR,Yes,No,DSL,Yes,No,Yes,No,No,No
17037,4203-QGNZA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17038,4208-UFFGW,Yes,No,DSL,No,No,No,No,No,No
17039,4210-QFJMF,Yes,No,Fiber optic,No,No,No,No,No,Yes
17040,4211-MMAZN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17041,4213-HKBJO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17042,4220-TINQT,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
17043,4223-BKEOR,Yes,No,DSL,Yes,No,Yes,No,No,Yes
17044,4223-WOZCM,Yes,No,DSL,No,No,Yes,No,No,No
17045,4226-KKDON,Yes,No,DSL,No,Yes,No,Yes,Yes,No
17046,4227-OJHAL,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No
17047,4228-ZGYUW,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
17048,4229-CZMLL,Yes,Yes,Fiber optic,No,No,No,No,No,No
17049,4231-LZUYM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17050,4232-JGKIY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17051,4234-XTNEA,Yes,No,Fiber optic,No,No,No,No,Yes,No
17052,4236-UJPWO,No,No phone service,DSL,No,No,No,No,No,No
17053,4236-XPXAV,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
17054,4237-CLSMM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17055,4237-RLAQD,Yes,No,DSL,No,No,No,No,No,No
17056,4238-HFHSN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
17057,4238-JSSWH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
17058,4248-HCETZ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
17059,4248-QPAVC,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
17060,4250-FDVOU,Yes,No,DSL,Yes,Yes,No,No,No,No
17061,4250-WAROZ,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
17062,4250-ZBWLV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
17063,4254-QPEDE,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
17064,4255-DDUOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17065,4256-ZWTZI,Yes,No,DSL,No,No,No,Yes,No,No
17066,4257-GAESD,No,No phone service,DSL,No,No,No,No,Yes,Yes
17067,4273-MBHYA,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
17068,4274-DRSQT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
17069,4274-OWWYO,Yes,No,Fiber optic,No,Yes,No,No,No,No
17070,4277-BWBML,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17071,4277-PVRAN,Yes,No,Fiber optic,No,No,No,No,Yes,No
17072,4277-UDIEF,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
17073,4280-DLSHD,Yes,No,DSL,No,Yes,Yes,No,No,No
17074,4282-ACRXS,No,No phone service,DSL,No,No,No,No,No,No
17075,4282-MSACW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17076,4282-YMKNA,Yes,Yes,Fiber optic,No,No,No,No,No,No
17077,4283-FUTGF,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
17078,4283-IVYCI,Yes,No,DSL,Yes,No,No,Yes,No,Yes
17079,4285-GYRQC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
17080,4289-DTDKW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
17081,4290-BSXUX,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
17082,4291-HPAXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17083,4291-HYEBC,No,No phone service,DSL,No,Yes,No,No,No,Yes
17084,4291-SHSBH,Yes,No,Fiber optic,No,No,No,No,No,No
17085,4291-TPNFG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
17086,4291-YZODP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17087,4293-ETKAP,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
17088,4295-YURET,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
17089,4298-OYIFC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
17090,4299-OPXEJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17091,4299-SIMNS,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
17092,4301-VVZKA,Yes,Yes,Fiber optic,No,No,No,No,No,No
17093,4302-ZYFEL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17094,4304-TSPVK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17095,4304-XUMGI,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
17096,4307-KTUMW,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
17097,4307-KWMXE,No,No phone service,DSL,No,Yes,No,Yes,No,No
17098,4310-KEDTB,No,No phone service,DSL,No,No,Yes,No,No,No
17099,4311-QTTAI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17100,4312-GVYNH,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
17101,4312-KFRXN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17102,4315-MURBD,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
17103,4316-XCSLJ,Yes,No,DSL,Yes,No,No,No,No,No
17104,4317-VTEOA,Yes,No,DSL,No,Yes,No,No,No,No
17105,4318-RAJVY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17106,4320-QMLLA,Yes,No,DSL,No,No,No,No,Yes,No
17107,4322-RCYMT,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
17108,4323-ELYYB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17109,4323-OHFOW,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
17110,4323-SADQS,No,No phone service,DSL,Yes,No,No,Yes,No,No
17111,4324-AHJKS,Yes,No,DSL,Yes,No,Yes,No,No,No
17112,4324-BZCKL,Yes,No,DSL,No,Yes,Yes,No,No,No
17113,4325-NFSKC,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
17114,4328-VUFWD,Yes,No,DSL,No,No,No,Yes,No,Yes
17115,4329-YPDDQ,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17116,4332-MUOEZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
17117,4334-HOWRP,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
17118,4335-BSMJS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17119,4335-UPJSI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17120,4338-EYCER,Yes,No,DSL,No,No,No,No,Yes,No
17121,4342-HENTK,Yes,No,Fiber optic,No,No,No,No,No,No
17122,4342-HFXWS,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
17123,4343-EJVQB,Yes,No,Fiber optic,Yes,No,No,No,No,No
17124,4349-GFQHK,Yes,Yes,DSL,No,No,Yes,No,No,No
17125,4350-ZTLPI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
17126,4351-QLCSU,Yes,No,DSL,No,No,No,No,Yes,No
17127,4353-HYOJD,Yes,No,DSL,No,Yes,No,No,No,No
17128,4355-CVPVS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
17129,4355-HBJHH,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
17130,4359-INNWN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17131,4360-PNRQB,Yes,Yes,Fiber optic,No,No,No,No,No,No
17132,4360-QRAVE,No,No phone service,DSL,No,Yes,Yes,No,No,No
17133,4361-BKAXE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17134,4361-FEBGN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17135,4361-JEIVL,Yes,No,DSL,No,No,No,No,No,No
17136,4365-MSDYN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17137,4366-CTOUZ,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
17138,4367-NHWMM,No,No phone service,DSL,No,No,No,No,No,No
17139,4367-NUYAO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17140,4369-HTUIF,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
17141,4369-NYSCF,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
17142,4373-MAVJG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
17143,4373-VVHQL,Yes,No,DSL,No,No,No,No,No,No
17144,4374-YMUSQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17145,4376-KFVRS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17146,4377-VDHYI,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
17147,4378-BZYFP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17148,4378-MYPGO,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
17149,4381-MHQDC,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
17150,4385-GZQXV,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
17151,4385-ZKVNW,Yes,No,DSL,No,Yes,No,Yes,No,No
17152,4389-UEFCZ,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
17153,4390-KYULV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17154,4391-LNRXK,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
17155,4391-RESHN,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
17156,4393-GEADV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
17157,4393-OBCRR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17158,4393-RYCRE,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
17159,4395-PZMSN,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
17160,4396-KLSEH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17161,4397-FRLTA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17162,4398-HSCJH,Yes,Yes,DSL,No,No,No,Yes,Yes,No
17163,4402-FTBXC,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
17164,4403-BWPAY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17165,4404-HIBDJ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
17166,4412-YLTKF,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
17167,4415-IJZTP,Yes,Yes,Fiber optic,No,No,No,No,No,No
17168,4415-WNGVR,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
17169,4418-LZMSV,Yes,No,DSL,No,Yes,Yes,Yes,No,No
17170,4419-UJMUS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
17171,4422-QVIJA,Yes,Yes,DSL,No,No,No,No,No,No
17172,4423-JWZJN,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
17173,4423-YLHDV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
17174,4424-TKOPW,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
17175,4425-OWHWB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17176,4429-WYGFR,Yes,No,DSL,No,No,No,Yes,No,No
17177,4430-UZIPO,No,No phone service,DSL,No,Yes,No,Yes,No,No
17178,4430-YHXGG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17179,4431-EDMIQ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
17180,4432-ADRLB,Yes,No,DSL,No,No,No,No,No,No
17181,4433-JCGCG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
17182,4439-JMPMT,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
17183,4439-YRNVD,No,No phone service,DSL,No,Yes,No,Yes,No,No
17184,4441-NIHPT,Yes,No,Fiber optic,No,No,Yes,No,No,No
17185,4443-EMBNA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17186,4445-KWOKW,Yes,Yes,DSL,Yes,Yes,No,No,No,No
17187,4445-ZJNMU,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
17188,4446-BZKHU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
17189,4450-DLLMH,Yes,No,Fiber optic,No,No,No,No,No,No
17190,4450-MDZFX,Yes,Yes,Fiber optic,No,No,No,No,No,No
17191,4450-YOOHP,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
17192,4451-RWASJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17193,4452-QIIEB,Yes,No,DSL,No,No,No,No,No,No
17194,4452-ROHMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17195,4455-BFSPD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
17196,4456-RHSNB,Yes,No,DSL,No,No,Yes,No,No,No
17197,4458-KVRBJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
17198,4459-BBGHE,No,No phone service,DSL,No,No,No,No,Yes,Yes
17199,4462-CYWMH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
