SubscriptionID,CustomerID,Tenure,MonthlyCharges,TotalCharges,ChurnFlag
10583,4318-RAJVY,10,19.8,198.25,0
10584,2165-VOEGB,46,105.2,4822.85,1
10585,3612-YUNGG,64,109.2,6741.15,0
10586,2254-DLXRI,1,79.15,79.15,0
10587,5062-CJJKH,25,53.65,1355.45,0
10588,9028-LIHRP,71,100.2,7209.0,0
10589,2219-MVUSO,8,45.15,438.4,1
10590,1053-MXTTK,72,108.65,7726.35,0
10591,1530-ZTDOZ,49,40.65,2070.75,0
10592,1301-LOPVR,29,55.35,1636.95,0
10593,0853-TWRVK,72,105.6,7581.5,0
10594,8914-RBTSB,31,93.8,3019.5,1
10595,6212-ATMLK,50,95.7,4729.75,0
10596,8200-LGKSR,71,83.2,6126.1,0
10597,1568-BEKZM,70,90.05,6333.4,0
10598,0670-ANMUU,71,97.65,6687.85,0
10599,6897-RWMUB,61,68.05,4158.25,0
10600,0963-ZBDRN,32,96.2,3183.4,1
10601,7594-RQHXR,1,79.6,79.6,1
10602,6999-CHVCF,68,102.1,7149.35,0
10603,6134-KWTBV,62,23.4,1429.65,0
10604,1077-HUUJM,7,71.05,472.65,0
10605,6331-EWIEB,20,85.25,1734.5,1
10606,0895-LNKRC,6,19.45,113.5,0
10607,2045-BMBTJ,33,59.45,1884.65,0
10608,8417-GSODA,28,92.2,2568.15,0
10609,4452-QIIEB,7,43.9,278.4,0
10610,5998-VVEJY,26,80.5,2088.8,1
10611,5171-EPLKN,27,19.85,470.0,0
10612,1624-NALOJ,5,89.8,502.6,1
10613,6741-EGCBI,30,90.5,2595.85,0
10614,7820-ZYGNY,63,90.45,5825.5,0
10615,4317-VTEOA,1,50.75,50.75,1
10616,9677-AVKED,53,84.6,4449.75,0
10617,1670-SVOWZ,14,89.65,1208.35,1
10618,2227-JRSJX,21,99.15,1956.4,0
10619,9847-HNVGP,17,19.95,310.6,0
10620,6696-YDAYZ,16,20.5,290.55,0
10621,8980-WQFWL,35,62.1,2096.1,0
10622,1730-ZMAME,32,79.5,2665.0,0
10623,6506-EYCNH,28,19.55,543.8,0
10624,4634-JLRJT,1,20.35,20.35,0
10625,9501-UKKNL,59,51.7,3005.8,0
10626,2560-QTSBS,72,23.3,1623.15,0
10627,7541-YLXCL,36,65.4,2498.4,1
10628,4795-WRNVT,40,65.1,2586.0,0
10629,6080-TCMYC,40,81.2,3292.3,0
10630,0260-ZDLGK,9,72.9,651.4,1
10631,7860-UXCRM,63,74.5,4674.55,0
10632,6357-JJPQT,3,80.5,232.35,0
10633,2292-XQWSV,40,60.3,2448.5,0
10634,9552-TGUZV,8,75.0,658.1,0
10635,5913-INRQV,34,90.15,3128.8,0
10636,8722-NGNBH,5,40.0,223.45,1
10637,6210-KBBPI,9,99.45,919.4,1
10638,9447-YPTBX,50,19.85,943.1,0
10639,0133-BMFZO,2,86.25,181.65,1
10640,6128-CZOMY,1,45.65,45.65,1
10641,9540-JYROE,8,70.1,551.35,1
10642,9026-LHEVG,9,40.75,359.4,0
10643,2260-USTRB,2,70.2,115.95,1
10644,3656-TKRVZ,3,55.35,165.2,1
10645,7011-CVEUC,25,95.7,2338.35,0
10646,6185-TASNN,1,46.3,46.3,0
10647,7925-PNRGI,45,81.3,3541.1,0
10648,8623-TMRBY,51,84.2,4146.05,1
10649,1552-CZCLL,55,20.0,1087.25,0
10650,3038-PQIUY,38,66.15,2522.4,0
10651,1501-SGHBW,2,45.85,81.0,1
10652,9313-CDOGY,38,19.6,717.3,0
10653,8148-BPLZQ,34,49.8,1734.2,0
10654,2623-DRYAM,70,101.75,7069.3,0
10655,9987-LUTYD,13,55.15,742.9,0
10656,3208-YPIOE,39,75.25,3017.65,1
10657,4488-KQFDT,61,103.95,6423.0,0
10658,2612-RANWT,12,100.15,1164.3,1
10659,5693-PIPCS,41,99.65,4220.35,0
10660,0491-KAPQG,21,73.7,1558.7,0
10661,1925-LFCZZ,55,50.05,2743.45,0
10662,8039-EQPIM,69,60.25,4055.5,0
10663,6900-PXRMS,26,105.75,2710.25,1
10664,8707-RMEZH,69,87.3,6055.55,0
10665,3346-BRMIS,18,48.35,810.7,1
10666,3569-JFODW,72,90.95,6652.45,0
10667,9819-FBNSV,37,72.25,2575.45,0
10668,9544-PYPSJ,62,96.1,6019.35,0
10669,1591-XWLGB,71,19.85,1379.6,0
10670,0396-UKGAI,23,55.3,1284.2,0
10671,3243-ZHOHY,16,20.1,296.15,0
10672,5186-EJEGL,9,69.5,653.25,0
10673,7527-QNRUS,17,25.15,412.6,0
10674,9986-BONCE,4,20.95,85.5,1
10675,2722-JMONI,1,49.55,49.55,1
10676,2203-GHNWN,24,79.65,1928.7,0
10677,3878-AVSOQ,1,71.25,71.25,0
10678,3258-SYSWS,72,113.8,7845.8,0
10679,5296-PSYVW,72,24.55,1750.7,0
10680,6319-QSUSR,11,19.7,216.2,0
10681,4083-EUGRJ,9,20.25,178.5,1
10682,7579-OOPEC,2,50.15,115.1,1
10683,0512-FLFDW,60,100.5,6029.0,0
10684,1771-OADNZ,29,95.9,2745.2,1
10685,0487-CRLZF,49,74.45,3721.9,0
10686,2107-FBPTK,30,104.1,3121.1,0
10687,9738-QLWTP,39,81.9,3219.75,0
10688,1016-DJTSV,8,69.7,572.85,0
10689,9419-IPPBE,51,90.15,4554.85,0
10690,0612-RTZZA,1,25.25,25.25,1
10691,8106-GWQOK,38,60.0,2193.2,0
10692,9451-WLYRI,53,19.05,990.45,0
10693,8219-VYBVI,39,25.0,1004.35,0
10694,1991-VOPLL,9,19.05,157.65,0
10695,0174-QRVVY,71,25.35,1847.55,0
10696,5699-BNCAS,71,24.65,1766.75,0
10697,2900-PHPLN,70,19.55,1462.05,0
10698,8751-EDEKA,28,89.9,2433.5,0
10699,6878-GGDWG,32,19.4,641.15,0
10700,4039-PIMHX,49,49.8,2398.4,0
10701,8450-LUGUK,37,24.1,861.85,0
10702,3604-WLABM,10,54.25,583.0,0
10703,0795-GMVQO,67,109.9,7332.4,0
10704,2259-OUUSZ,7,35.5,249.55,0
10705,1142-IHLOO,51,87.55,4475.9,0
10706,6410-LEFEN,9,45.15,416.45,1
10707,4633-MKHYU,9,88.4,788.6,0
10708,6257-RJOHI,4,50.8,202.3,0
10709,1545-JFUML,71,99.0,6994.6,0
10710,3194-ORPIK,50,84.4,4116.15,1
10711,7826-VVKWT,24,96.55,2263.45,0
10712,1353-GHZOS,22,59.75,1374.35,0
10713,2587-EKXTS,44,111.5,4915.15,0
10714,7346-MEDWM,59,83.25,4949.1,0
10715,1137-DGOWI,30,70.25,2198.9,0
10716,6771-XWBDM,57,104.5,5921.35,1
10717,5442-BXVND,33,24.25,838.5,0
10718,8816-VXNZD,1,75.1,75.1,1
10719,9378-FXTIZ,54,70.15,3715.65,1
10720,1723-HKXJQ,42,101.75,4273.45,1
10721,7825-GKXMW,1,45.8,45.8,1
10722,9753-OYLBX,1,20.5,20.5,0
10723,2364-UFROM,30,70.4,2044.75,0
10724,6656-JWRQX,1,30.55,30.55,0
10725,6473-ULUHT,16,84.9,1398.25,0
10726,1240-KNSEZ,1,20.1,20.1,1
10727,0836-SEYLU,9,40.65,328.95,1
10728,4433-JCGCG,46,101.0,4680.05,1
10729,3716-BDVDB,1,69.1,69.1,1
10730,7688-AWMDX,71,54.5,3778.2,0
10731,2842-BCQGE,43,75.35,3161.4,0
10732,7244-QWYHG,50,44.45,2188.45,0
10733,5899-MQZZL,13,75.0,999.45,1
10734,6849-OYAMU,19,100.0,1888.65,1
10735,5312-UXESG,41,98.05,3990.6,0
10736,9488-HGMJH,1,71.15,71.15,1
10737,6038-GCYEC,24,54.15,1240.25,1
10738,2150-WLKUW,40,63.9,2635.0,0
10739,7159-FVYPK,3,69.15,235.0,0
10740,7032-LMBHI,37,64.65,2347.85,0
10741,1150-WFARN,67,108.75,7156.2,1
10742,6088-BXMRG,32,98.85,3089.6,0
10743,3144-AUDBS,6,49.15,270.8,1
10744,4821-SJHJV,32,89.6,2901.8,0
10745,5616-PRTNT,20,19.4,374.5,1
10746,3812-LRZIR,27,24.5,761.95,0
10747,4818-QIUFN,20,79.15,1520.9,1
10748,9483-GCPWE,9,20.1,190.25,0
10749,4227-OJHAL,68,73.0,5163.0,0
10750,9220-CXRSC,69,61.4,4059.85,0
10751,4993-JCRGJ,26,84.3,2281.6,0
10752,9537-JALFH,69,19.9,1356.7,0
10753,6698-OXETB,11,20.4,231.45,0
10754,2103-ZRXFN,1,50.75,50.75,0
10755,3724-BSCVH,10,20.45,242.4,0
10756,4877-TSOFF,55,75.75,4264.25,0
10757,9209-NWPGU,44,65.4,2774.55,0
10758,6961-VCPMC,46,80.4,3605.2,1
10759,7306-YDSOI,69,59.75,4069.9,0
10760,5288-AHOUP,11,78.5,874.2,0
10761,6688-UZPWD,11,102.0,1145.35,1
10762,0655-YDGFJ,29,48.95,1323.7,0
10763,8468-EHYJA,57,99.65,5497.05,0
10764,6823-SIDFQ,28,18.25,534.7,0
10765,1097-FSPVW,42,54.55,2455.05,0
10766,8328-SKJNO,23,40.65,947.4,0
10767,0968-GSIKN,1,70.8,70.8,1
10768,1965-DDBWU,16,89.05,1448.6,1
10769,9057-SIHCH,3,96.6,291.9,1
10770,6352-GIGGQ,67,88.8,5903.15,0
10771,2839-RFSQE,2,20.65,38.7,1
10772,7010-ZMVBF,18,20.45,357.0,0
10773,5201-CBWYG,62,24.8,1476.25,0
10774,3635-QQRQD,62,20.05,1201.65,0
10775,2897-DOVND,2,69.8,146.65,0
10776,3082-YVEKW,23,77.15,1759.4,0
10777,0191-EQUUH,25,35.05,844.45,0
10778,7134-HBPBS,72,108.1,7774.05,0
10779,3489-HHPFY,2,84.05,134.05,0
10780,2926-JEJJC,8,20.2,140.95,0
10781,8601-QACRS,5,50.6,249.95,1
10782,4950-BDEUX,35,49.2,1701.65,0
10783,5789-LDFXO,24,24.6,592.65,0
10784,0508-OOLTO,2,71.65,135.75,0
10785,2984-TBYKU,72,104.9,7732.65,0
10786,9822-WMWVG,41,106.5,4282.4,0
10787,2391-SOORI,4,49.35,219.65,1
10788,9040-KZVWO,26,75.5,2018.1,0
10789,2645-QTLMB,7,94.25,669.0,1
10790,4806-HIPDW,1,68.95,68.95,1
10791,1548-ARAGG,4,58.5,224.85,0
10792,6339-RZCBJ,48,78.9,3771.5,0
10793,4424-TKOPW,2,93.85,196.75,1
10794,4415-WNGVR,12,79.2,943.85,0
10795,2522-AHJXR,60,109.45,6572.85,0
10796,0412-UCCNP,55,59.2,3175.85,0
10797,1816-FLZDK,1,29.15,29.15,0
10798,7096-UCLNH,1,20.05,20.05,0
10799,8443-ZRDBZ,4,76.05,318.9,1
10800,9136-ALYBR,1,24.45,24.45,1
10801,4615-PIVVU,42,66.5,2762.75,0
10802,8885-QSQBX,1,49.55,49.55,0
10803,7479-NITWS,7,89.35,631.85,1
10804,8617-ENBDS,3,73.6,232.5,0
10805,9385-NXKDA,72,82.65,5919.35,0
10806,0430-IHCDJ,15,49.0,749.25,0
10807,2959-MJHIC,4,80.35,307.4,1
10808,6674-KVJHG,11,25.2,245.15,0
10809,1814-DKOLC,5,25.45,134.75,0
10810,4201-JMNGR,1,55.8,55.8,1
10811,9351-HXDMR,72,110.9,8240.85,0
10812,3537-HPKQT,55,77.75,4266.4,0
10813,2129-ALKBS,40,26.2,1077.5,0
10814,5821-MMEIL,57,19.9,1115.6,0
10815,5960-WPXQM,1,79.05,79.05,1
10816,0684-AOSIH,1,95.0,95.0,1
10817,8260-NGFNY,1,25.2,25.2,1
10818,1309-XGFSN,52,80.85,4079.55,0
10819,1866-RZZQS,41,98.4,4187.75,1
10820,6968-URWQU,43,56.35,2391.15,0
10821,9631-XEYKE,3,50.4,137.25,0
10822,8631-NBHFZ,66,79.4,5154.6,1
10823,1335-MXCSE,55,55.25,3119.9,0
10824,4742-TXUEX,47,19.3,890.5,0
10825,8873-TMKGR,29,19.1,529.5,0
10826,8800-JOOCF,12,84.05,966.55,0
10827,1469-LBJQJ,66,105.2,6936.85,0
10828,4958-XCBDQ,35,101.4,3496.3,1
10829,8337-UPOAQ,10,89.8,914.3,1
10830,0064-YIJGF,27,75.75,1929.0,0
10831,2386-OWURY,58,95.3,5817.7,0
10832,1725-IQNIY,54,109.75,6110.2,1
10833,0310-VQXAM,9,19.85,178.8,0
10834,6598-RFFVI,2,19.3,28.3,1
10835,3453-RTHJQ,6,69.1,435.0,0
10836,6712-OAWRH,26,91.25,2351.8,1
10837,6278-FEPBZ,9,20.25,186.15,0
10838,4280-DLSHD,8,54.75,445.85,0
10839,1508-DFXCU,12,81.45,912.0,0
10840,8614-VGMMV,15,49.1,679.55,1
10841,7868-BGSZA,43,80.2,3581.6,0
10842,2800-QQUSO,42,100.3,4222.95,0
10843,2930-UOTMB,31,65.25,1994.3,1
10844,7973-DZRKH,66,90.95,5930.05,0
10845,5914-DVBWJ,18,85.45,1505.85,1
10846,9169-BSVIN,12,74.75,827.05,0
10847,2325-ZUSFD,57,70.1,3913.3,1
10848,6872-HXFNF,64,58.35,3756.45,0
10849,3932-CMDTD,4,105.65,443.9,1
10850,7714-YXSMB,26,100.5,2599.95,0
10851,7698-YFGEZ,1,20.0,20.0,0
10852,2533-QVMSK,61,94.1,5638.3,1
10853,9773-PEQBZ,10,79.85,797.25,0
10854,8644-XLFBW,1,71.65,71.65,1
10855,0650-BWOZN,18,73.55,1359.45,0
10856,8625-AZYZY,24,104.65,2542.45,1
10857,7785-RDVIG,3,19.3,54.7,0
10858,9602-WCXPI,50,20.15,989.05,0
10859,2903-YYTBW,1,44.55,44.55,0
10860,3620-MWJNE,2,54.45,87.3,0
10861,8573-JGCZW,17,19.65,351.55,0
10862,6837-HAEVO,69,105.0,7297.75,0
10863,6701-YVNQG,72,88.7,6301.7,0
10864,9306-CPCBC,3,74.25,210.3,1
10865,4304-XUMGI,50,75.15,3822.45,0
10866,9504-YAZWB,53,20.25,1048.45,0
10867,8819-ZBYNA,58,109.1,6393.65,0
10868,6174-NRBTZ,46,30.75,1489.3,0
10869,9481-IEBZY,72,112.9,8061.5,0
10870,1833-VGRUM,1,74.2,74.2,1
10871,6137-NICCO,6,94.05,518.75,0
10872,9065-ZCPQX,72,78.85,5763.15,0
10873,6402-EJMWF,4,55.3,238.5,0
10874,8374-XGEJJ,43,101.0,4388.4,1
10875,2656-TABEH,4,100.2,420.2,1
10876,6946-LMSQS,25,89.05,2177.45,1
10877,4626-OZDTJ,51,78.65,3950.85,0
10878,3620-EHIMZ,52,19.35,1031.7,0
10879,3213-VVOLG,0,25.35,0.0,0
10880,6870-ECSHE,2,20.45,34.8,0
10881,8747-UDCOI,65,19.35,1319.95,0
10882,8194-PEEBY,24,19.9,533.5,0
10883,8387-UGUSU,15,20.05,284.3,0
10884,1080-BWSYE,64,25.65,1740.8,0
10885,4039-HEUNW,36,96.5,3436.1,1
10886,1194-HVAIF,27,95.0,2462.55,0
10887,0812-WUPTB,1,70.85,70.85,1
10888,3594-UVONA,35,85.95,3110.1,1
10889,0004-TLHLJ,4,73.9,280.85,1
10890,1767-TGTKO,8,45.45,411.75,0
10891,8439-LTUGF,10,20.0,198.6,0
10892,8805-JNRAZ,2,49.2,103.7,0
10893,5089-IFSDP,58,109.45,6144.55,1
10894,6418-HNFED,51,83.25,4089.45,0
10895,0206-OYVOC,46,19.25,864.2,0
10896,7291-CDTMJ,1,19.65,19.65,0
10897,7128-GGCNO,46,72.8,3249.4,0
10898,0237-YFUTL,50,109.65,5405.8,0
10899,7691-KGKGP,53,65.0,3363.8,0
10900,6710-HSJRD,61,114.1,7132.15,0
10901,4090-KPJIP,3,74.95,212.4,0
10902,3675-EQOZA,5,20.65,93.55,0
10903,0840-DCNZE,47,86.95,4138.9,0
10904,1732-FEKLD,54,94.75,5121.75,0
10905,9862-KJTYK,19,25.35,566.1,0
10906,0479-HMSWA,26,105.45,2715.3,0
10907,5854-KSRBJ,70,25.4,1782.05,0
10908,0365-BZUWY,17,102.55,1742.5,0
10909,4817-VYYWS,30,100.2,2983.8,1
10910,5701-SVCWR,1,24.0,24.0,0
10911,3129-AAQOU,19,25.6,485.9,0
10912,4922-CVPDX,26,73.5,1905.7,0
10913,1396-QWFBJ,21,74.05,1565.7,1
10914,1357-BIJKI,50,98.25,4858.7,0
10915,1099-BTKWT,68,54.4,3723.65,0
10916,5299-SJCZT,3,101.55,298.35,1
10917,2018-PZKMU,9,103.1,970.45,0
10918,7340-KEFQE,51,34.2,1782.0,0
10919,4570-QHXHL,9,43.75,405.7,0
10920,2403-BCASL,41,111.95,4534.9,1
10921,7392-YYPYJ,22,100.65,2415.95,0
10922,2898-LSJGD,21,55.95,1157.05,1
10923,2223-GDSHL,71,116.05,8297.5,0
10924,7359-PTSXY,1,45.75,45.75,1
10925,9470-RTWDV,26,82.0,2083.1,0
10926,2176-OSJUV,71,65.15,4681.75,0
10927,9348-YVOMK,4,44.8,176.2,0
10928,8104-OSKWT,12,79.8,1001.2,0
10929,4521-YEEHE,18,88.85,1594.75,0
10930,3786-WOVKF,72,106.85,7677.4,0
10931,4503-BDXBD,11,74.95,815.5,1
10932,6086-ESGRL,1,80.15,80.15,1
10933,2592-HODOV,13,19.3,259.65,0
10934,3886-CERTZ,72,109.25,8109.8,1
10935,7995-ZHHNZ,42,56.1,2386.85,0
10936,3824-RHKVR,17,19.7,340.35,0
10937,5816-SCGFC,7,51.3,419.35,0
10938,5989-AXPUC,68,118.6,7990.05,0
10939,4979-HPRFL,56,24.15,1402.25,0
10940,8590-OHDIW,38,20.3,749.35,0
10941,8015-IHCGW,72,115.5,8425.15,0
10942,2332-TODQS,48,25.05,1171.5,0
10943,9278-VZKCD,52,109.1,5647.95,0
10944,8008-OTEZX,35,19.65,708.8,0
10945,2773-OVBPK,67,111.3,7567.2,0
10946,5999-LCXAO,1,29.9,29.9,0
10947,5206-XZZQI,53,80.6,4348.1,0
10948,4803-LBYPN,34,20.8,635.9,0
10949,5759-RCVCB,3,35.2,108.95,1
10950,6372-RFVNS,1,78.8,78.8,1
10951,2139-FQHLM,19,89.95,1682.4,0
10952,8261-GWDBQ,60,116.05,6925.9,0
10953,8938-UMKPI,47,106.4,5127.95,1
10954,0991-BRRFB,18,49.4,874.8,1
10955,3882-IYOIJ,60,115.25,6758.45,0
10956,1093-YSWCA,11,19.55,223.15,0
10957,8749-TZYEC,72,24.8,1874.3,0
10958,1755-FZQEC,39,19.9,791.15,0
10959,3115-JPJDD,59,81.25,4639.45,0
10960,5600-KTXFM,2,69.95,143.9,0
10961,3871-IKPYH,1,69.1,69.1,1
10962,6319-IEJWJ,20,90.2,1776.55,1
10963,9025-AOMKI,6,93.55,536.4,1
10964,6339-TBELP,71,86.4,6172.0,0
10965,7964-YESJC,24,66.3,1559.45,0
10966,6173-GOLSU,67,94.65,6079.0,0
10967,5275-SQEIZ,1,80.85,80.85,1
10968,7716-YTYHG,48,82.05,4029.95,1
10969,9938-ZREHM,37,72.1,2658.4,0
10970,7950-XWOVN,11,34.7,383.55,0
10971,4390-KYULV,3,20.55,51.15,1
10972,4647-MUZON,18,95.95,1745.5,0
10973,9702-AIUJO,50,44.8,2230.85,0
10974,8849-PRIQJ,67,109.4,7281.6,0
10975,8851-RAGOV,25,71.05,1837.7,0
10976,1304-NECVQ,2,78.55,149.55,1
10977,5396-IZEPB,9,19.7,180.7,0
10978,1729-VLAZJ,10,40.25,411.45,0
10979,6986-IXNDM,14,92.9,1337.45,0
10980,1731-TVIUK,4,93.5,362.2,1
10981,2987-BJXIK,70,84.7,5991.05,0
10982,9769-TSBZE,70,66.0,4891.5,0
10983,8285-ABVLB,70,19.85,1328.35,0
10984,0701-TJSEF,9,68.25,576.95,0
10985,5712-VBOXD,4,20.15,68.45,0
10986,6629-LADHQ,2,50.95,123.05,0
10987,8945-GRKHX,1,78.65,78.65,1
10988,1559-DTODC,19,25.15,468.35,0
10989,4797-MIWUM,7,20.25,174.7,0
10990,6959-UWKHF,1,42.9,42.9,1
10991,8720-RQSBJ,1,44.0,44.0,0
10992,4537-CIBHB,9,20.25,172.35,0
10993,3815-SLMEF,3,34.25,139.35,1
10994,5154-VEKBL,9,58.5,539.85,1
10995,4324-AHJKS,5,55.8,300.4,0
10996,4355-CVPVS,56,88.9,4968.0,0
10997,4495-LHSSK,18,57.65,992.7,0
10998,5655-JSMZM,49,96.2,4718.25,1
10999,5915-ANOEI,70,79.15,5536.5,0
11000,9861-PDSZP,72,108.05,7806.6,0
11001,4505-EXZHB,6,74.4,434.1,1
11002,7225-CBZPL,17,94.8,1563.9,0
11003,6704-UTUKK,29,45.9,1332.4,0
11004,4587-VVTOX,6,105.3,545.2,1
11005,2019-HDCZY,63,102.6,6296.75,0
11006,4652-NNHNY,16,73.85,1284.2,1
11007,8788-DOXSU,59,61.35,3645.5,0
11008,7404-JLKQG,3,57.55,161.45,0
11009,7421-ZLUPA,8,29.25,226.95,0
11010,8972-HJWNV,7,84.55,646.85,1
11011,3274-NSDWE,68,19.6,1441.65,0
11012,2632-IVXVF,68,111.75,7511.3,0
11013,3692-JHONH,52,106.5,5621.85,0
11014,8915-NNTRC,72,107.7,7919.8,0
11015,5914-GXMDA,32,19.3,593.2,0
11016,7463-IFMQU,72,20.05,1423.65,0
11017,2920-RNCEZ,1,69.95,69.95,0
11018,2541-YGPKE,42,63.7,2763.35,0
11019,8515-OCTJS,25,24.75,692.1,1
11020,5382-TEMLV,45,50.9,2298.55,0
11021,3441-CGZJH,43,60.4,2640.55,0
11022,9592-ERDKV,37,79.25,2911.8,0
11023,2860-RANUS,20,85.8,1727.5,1
11024,5261-QSHQM,4,24.45,86.6,1
11025,4778-IZARL,63,110.1,6705.7,0
11026,0432-CAJZV,3,90.7,237.65,0
11027,7008-LZVOZ,66,25.3,1672.35,0
11028,8868-WOZGU,28,105.7,2979.5,1
11029,1200-TUZHR,8,85.2,695.75,0
11030,9365-CSLBQ,71,24.35,1654.6,0
11031,1334-FJSVR,1,24.25,24.25,1
11032,7130-CTCUS,16,54.55,825.1,0
11033,6242-FEGFD,66,96.6,6424.25,0
11034,7625-XCQRH,11,76.5,837.95,1
11035,6194-HBGQN,51,81.15,4126.2,0
11036,7634-WSWDB,8,38.5,330.8,0
11037,5884-FBCTL,72,25.1,1857.85,0
11038,0406-BPDVR,54,101.5,5373.1,1
11039,0618-XWMSS,28,74.9,2068.55,1
11040,1395-WSWXR,24,20.75,487.05,0
11041,6023-GSSXW,69,61.45,4131.2,0
11042,6752-APNJL,42,54.5,2301.15,0
11043,5276-KQWHG,2,69.6,131.65,1
11044,0420-HLGXF,39,99.75,4036.0,0
11045,7446-KQISO,45,109.75,4900.65,0
11046,9823-EALYC,72,80.85,5727.45,0
11047,0582-AVCLN,38,20.3,743.05,0
11048,5803-NQJZO,72,67.8,4804.65,0
11049,2565-JSLRY,1,24.05,24.05,1
11050,2607-DHDAK,72,19.8,1414.65,0
11051,1073-XXCZD,55,25.7,1443.65,0
11052,0743-HRVFF,51,56.15,2898.95,0
11053,4006-HKYHO,63,86.7,5309.5,0
11054,3727-JEZTU,1,20.4,20.4,0
11055,8143-ETQTI,23,19.65,451.55,0
11056,6689-KXGBO,1,50.55,50.55,1
11057,9667-TKTVZ,2,54.35,117.05,0
11058,3657-COGMW,52,108.1,5839.3,0
11059,8570-KLJYJ,36,54.45,1893.5,0
11060,7754-IXRMC,1,45.35,45.35,0
11061,9473-CBZOP,28,59.0,1654.45,0
11062,2969-WGHQO,7,69.45,477.05,0
11063,6615-NGGZJ,14,100.55,1415.55,1
11064,4334-HOWRP,72,64.95,4546.0,0
11065,4255-DDUOU,1,20.5,20.5,1
11066,5863-OOKCL,10,18.85,163.2,0
11067,1686-STUHN,42,19.8,849.9,0
11068,1329-VHWNP,7,25.05,189.95,0
11069,2984-MIIZL,4,74.8,321.9,1
11070,0266-GMEAO,72,114.3,8058.55,0
11071,5590-YRFJT,20,24.45,482.8,1
11072,5574-NXZIU,63,109.2,7049.75,0
11073,0019-GFNTW,56,45.05,2560.1,0
11074,4256-ZWTZI,5,51.0,286.8,0
11075,8309-PPCED,72,110.45,7982.5,0
11076,4098-NAUKP,68,84.65,5683.6,0
11077,5196-WPYOW,67,60.05,3994.05,0
11078,4608-LCIMN,8,44.65,369.15,0
11079,1485-YDHMM,52,93.25,4631.7,0
11080,4054-CUMIA,18,20.25,401.95,0
11081,0603-TPMIB,59,25.45,1534.05,0
11082,2525-GVKQU,60,20.6,1093.0,0
11083,8161-QYMTT,7,94.1,701.3,0
11084,9581-GVBXT,59,34.8,1980.3,0
11085,5862-BRIXZ,46,60.75,2893.4,0
11086,5404-GGUKR,5,51.35,262.3,0
11087,3308-JSGML,59,64.05,3886.85,0
11088,2126-GSEGL,70,84.8,5917.55,0
11089,3677-TNKIO,14,71.0,914.0,1
11090,0440-QEXBZ,44,50.15,2139.1,0
11091,2434-EEVDB,64,94.6,5948.7,0
11092,6762-QVYJO,58,59.75,3624.35,0
11093,6199-IWKGC,46,100.25,4753.85,0
11094,2675-DHUTR,58,98.9,5780.7,0
11095,8152-VETUR,72,97.7,6869.7,0
11096,9667-EQRXU,30,40.3,1172.95,1
11097,7446-YPODE,11,60.25,662.95,0
11098,9522-BNTHX,34,56.25,1765.95,0
11099,4676-WLUHT,54,46.2,2431.95,0
11100,3329-WDIOK,3,50.6,155.35,1
11101,7980-MHFLQ,72,24.9,1859.2,0
11102,2873-ZLIWT,40,84.85,3303.05,1
11103,3415-TAILE,2,65.7,134.35,1
11104,0757-WCUUZ,54,63.35,3409.1,0
11105,1629-DQQVB,14,50.1,709.5,0
11106,1915-IOFGU,1,70.5,70.5,1
11107,3045-XETSH,10,94.85,953.45,1
11108,0374-AACSZ,1,50.15,50.15,0
11109,7239-HZZCX,1,19.75,19.75,1
11110,4872-VXRIL,56,64.65,3665.55,0
11111,9140-CZQZZ,68,79.6,5515.8,0
11112,3423-HHXAO,14,19.5,272.0,0
11113,9938-TKDGL,68,99.55,6668.0,0
11114,0531-ZZJWQ,55,74.0,4052.4,0
11115,6537-QLGEX,16,38.9,664.4,0
11116,2688-BHGOG,9,79.55,718.55,0
11117,7683-CBDKJ,14,65.45,937.6,1
11118,0946-CLJTI,58,98.7,5812.6,1
11119,3160-TYXLT,53,46.3,2546.85,0
11120,1325-USMEC,70,99.35,6944.5,0
11121,0916-QOFDP,14,95.8,1346.3,0
11122,0628-CNQRM,22,67.5,1544.05,1
11123,5606-AMZBO,10,78.15,765.15,0
11124,6199-IPCAO,29,26.1,692.55,0
11125,7665-TOALD,1,69.6,69.6,1
11126,0112-QWPNC,49,84.35,4059.35,1
11127,0324-BRPCJ,68,100.2,6851.65,1
11128,2777-PHDEI,1,78.05,78.05,1
11129,5640-CAXOA,30,40.35,1187.05,0
11130,2235-EZAIK,72,79.2,5401.9,0
11131,3847-BAERP,10,20.9,247.0,0
11132,1196-AMORA,7,73.6,520.0,1
11133,4282-YMKNA,9,74.75,706.6,1
11134,1453-RZFON,1,49.9,49.9,0
11135,8263-OKETD,20,68.9,1370.35,0
11136,0670-KDOMA,1,20.25,20.25,0
11137,2476-YGEFM,29,76.0,2215.25,0
11138,8687-BAFGU,1,74.0,74.0,0
11139,0641-EVBOJ,3,82.3,214.4,0
11140,0829-XXPLX,20,89.4,1871.15,0
11141,9974-JFBHQ,64,99.15,6171.2,0
11142,6624-JDRDS,6,29.45,161.45,0
11143,9780-FKVVF,6,59.15,336.7,0
11144,1919-RTPQD,7,44.75,333.65,0
11145,5214-NLTIT,72,90.8,6511.8,0
11146,5356-RHIPP,1,20.2,20.2,1
11147,0608-JDVEC,50,19.8,1013.2,0
11148,3345-PBBFH,8,49.55,393.45,0
11149,5055-BRMNE,67,106.7,7009.5,0
